"","plot","subplot","species","climate","management","size_t0","size_t1","fl_spring_before","fl_spring_after","fl_fall","sl_spring_t0","sl_fall_t0","sl_spring_t1","transition","survival","fl_all","new_individual","year","kicker_col","treatment","spec_treat","ind_t0","flower_pr"
"408","10_2",2,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_2","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"427","10_2",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,3,4,1,0,0,0,2018,"10_2_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"428","10_2",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,3,4,1,0,0,0,2018,"10_2_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"429","10_2",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"430","10_2",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"431","10_2",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"432","10_2",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"452","10_2",4,"Bro_ere","ambient","mowing",16,16,1,1,NA,0,0,2,1,1,1,0,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",1,1
"453","10_2",4,"Bro_ere","ambient","mowing",NA,12,NA,NA,NA,0,0,2,1,0,0,1,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"454","10_2",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"455","10_2",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"456","10_2",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"457","10_2",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"458","10_2",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"463","10_2",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"464","10_2",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"465","10_2",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"466","10_2",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"467","10_2",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"468","10_2",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"477","10_2",6,"Bro_ere","ambient","mowing",56,NA,17,17,NA,0,0,1,1,0,17,0,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",1,1
"478","10_2",6,"Bro_ere","ambient","mowing",48,48,8,8,NA,0,0,1,1,1,8,0,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",1,1
"479","10_2",6,"Bro_ere","ambient","mowing",72,81,13,13,NA,0,0,1,1,1,13,0,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",1,1
"480","10_2",6,"Bro_ere","ambient","mowing",30,44,9,9,NA,0,0,1,1,1,9,0,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",1,1
"481","10_2",6,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,NA,0,0,1,1,0,0,1,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"482","10_2",6,"Bro_ere","ambient","mowing",NA,13.5,NA,NA,NA,0,0,1,1,0,0,1,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"483","10_2",6,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"486","10_2",7,"Bro_ere","ambient","mowing",60,42,30,30,NA,0,0,4,1,1,30,0,2018,"10_2_7","ambient_mowing","Bro_ere_ambient_mowing",1,1
"487","10_2",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"488","10_2",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"489","10_2",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"490","10_2",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"496","10_2",8,"Bro_ere","ambient","mowing",16,49,5,5,NA,0,0,2,1,1,5,0,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",1,1
"497","10_2",8,"Bro_ere","ambient","mowing",12,NA,4,4,NA,0,0,2,1,0,4,0,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",1,1
"498","10_2",8,"Bro_ere","ambient","mowing",NA,6,NA,NA,NA,0,0,2,1,0,0,1,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"499","10_2",8,"Bro_ere","ambient","mowing",NA,9,NA,NA,NA,0,0,2,1,0,0,1,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"500","10_2",8,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"501","10_2",8,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"502","10_2",8,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"503","10_2",8,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"10_2_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"510","2_2",1,"Bro_ere","future","grazing",24,NA,3,1,NA,0,0,1,1,0,1,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",1,1
"511","2_2",1,"Bro_ere","future","grazing",16.5,20,1,0,NA,0,0,1,1,1,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",1,0
"512","2_2",1,"Bro_ere","future","grazing",3,6,1,0,NA,0,0,1,1,1,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",1,0
"513","2_2",1,"Bro_ere","future","grazing",NA,4,NA,NA,NA,0,0,1,1,0,0,1,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"514","2_2",1,"Bro_ere","future","grazing",NA,9,NA,NA,NA,0,0,1,1,0,0,1,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"515","2_2",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"516","2_2",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"517","2_2",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"518","2_2",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"519","2_2",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"520","2_2",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_1","future_grazing","Bro_ere_future_grazing",NA,0
"540","2_2",2,"Bro_ere","future","grazing",25,25,2,0,NA,0,1,0,1,1,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",1,0
"541","2_2",2,"Bro_ere","future","grazing",12,20,7,0,NA,0,1,0,1,1,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",1,0
"542","2_2",2,"Bro_ere","future","grazing",2,NA,1,0,NA,0,1,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",1,0
"543","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"544","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"545","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"546","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"547","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"548","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"549","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"550","2_2",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_2","future_grazing","Bro_ere_future_grazing",NA,0
"570","2_2",3,"Bro_ere","future","grazing",25,30,5,3,NA,0,0,1,1,1,3,0,2018,"2_2_3","future_grazing","Bro_ere_future_grazing",1,1
"571","2_2",3,"Bro_ere","future","grazing",24,56,6,0,NA,0,0,1,1,1,0,0,2018,"2_2_3","future_grazing","Bro_ere_future_grazing",1,0
"572","2_2",3,"Bro_ere","future","grazing",2.25,24,2,0,NA,0,0,1,1,1,0,0,2018,"2_2_3","future_grazing","Bro_ere_future_grazing",1,0
"573","2_2",3,"Bro_ere","future","grazing",NA,30,NA,NA,NA,0,0,0,1,0,0,1,2018,"2_2_3","future_grazing","Bro_ere_future_grazing",NA,0
"574","2_2",3,"Bro_ere","future","grazing",NA,12,NA,NA,NA,0,0,0,1,0,0,1,2018,"2_2_3","future_grazing","Bro_ere_future_grazing",NA,0
"594","2_2",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_4","future_grazing","Bro_ere_future_grazing",NA,0
"595","2_2",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_4","future_grazing","Bro_ere_future_grazing",NA,0
"596","2_2",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_4","future_grazing","Bro_ere_future_grazing",NA,0
"597","2_2",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_4","future_grazing","Bro_ere_future_grazing",NA,0
"598","2_2",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_4","future_grazing","Bro_ere_future_grazing",NA,0
"607","2_2",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_5","future_grazing","Bro_ere_future_grazing",NA,0
"608","2_2",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_5","future_grazing","Bro_ere_future_grazing",NA,0
"609","2_2",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_5","future_grazing","Bro_ere_future_grazing",NA,0
"610","2_2",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_5","future_grazing","Bro_ere_future_grazing",NA,0
"623","2_2",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_6","future_grazing","Bro_ere_future_grazing",NA,0
"624","2_2",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_6","future_grazing","Bro_ere_future_grazing",NA,0
"625","2_2",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_6","future_grazing","Bro_ere_future_grazing",NA,0
"630","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"631","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"632","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"633","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"634","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"635","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"636","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"637","2_2",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_7","future_grazing","Bro_ere_future_grazing",NA,0
"652","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"653","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"654","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"655","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"656","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"657","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"658","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"659","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"660","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"661","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"662","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"663","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"664","2_2",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_2_8","future_grazing","Bro_ere_future_grazing",NA,0
"682","2_5",1,"Bro_ere","future","mowing",0.25,NA,1,1,NA,0,2,1,1,0,1,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",1,1
"683","2_5",1,"Bro_ere","future","mowing",NA,20,NA,NA,NA,0,2,1,1,0,0,1,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"684","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"685","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"686","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"687","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"688","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"689","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"690","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"691","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"692","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"693","2_5",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_1","future_mowing","Bro_ere_future_mowing",NA,0
"712","2_5",2,"Bro_ere","future","mowing",30,25,4,4,NA,0,7,0,1,1,4,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",1,1
"713","2_5",2,"Bro_ere","future","mowing",16,36,2,2,NA,0,7,0,1,1,2,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",1,1
"714","2_5",2,"Bro_ere","future","mowing",9,NA,1,1,NA,0,7,0,1,0,1,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",1,1
"715","2_5",2,"Bro_ere","future","mowing",6,6,3,3,NA,0,7,0,1,1,3,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",1,1
"716","2_5",2,"Bro_ere","future","mowing",4,NA,0,0,NA,0,7,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",1,0
"717","2_5",2,"Bro_ere","future","mowing",2,72,1,1,NA,0,7,0,1,1,1,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",1,1
"718","2_5",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",NA,0
"719","2_5",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",NA,0
"720","2_5",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",NA,0
"721","2_5",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",NA,0
"722","2_5",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",NA,0
"723","2_5",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_2","future_mowing","Bro_ere_future_mowing",NA,0
"743","2_5",3,"Bro_ere","future","mowing",42,36,16,16,NA,0,5,8,1,1,16,0,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",1,1
"744","2_5",3,"Bro_ere","future","mowing",22.5,56,6,6,NA,0,5,8,1,1,6,0,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",1,1
"745","2_5",3,"Bro_ere","future","mowing",NA,1,NA,NA,NA,0,5,8,1,0,0,1,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",NA,0
"746","2_5",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",NA,0
"747","2_5",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",NA,0
"748","2_5",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",NA,0
"749","2_5",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_3","future_mowing","Bro_ere_future_mowing",NA,0
"776","2_5",4,"Bro_ere","future","mowing",24,36,2,2,NA,0,0,0,1,1,2,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",1,1
"777","2_5",4,"Bro_ere","future","mowing",NA,20,NA,NA,NA,0,0,0,1,0,0,1,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"778","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"779","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"780","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"781","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"782","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"783","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"784","2_5",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_4","future_mowing","Bro_ere_future_mowing",NA,0
"803","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"804","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"805","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"806","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"807","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"808","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"809","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"810","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"811","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"812","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"813","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"814","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"815","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"816","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"817","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"818","2_5",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_5","future_mowing","Bro_ere_future_mowing",NA,0
"838","2_5",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_6","future_mowing","Bro_ere_future_mowing",NA,0
"839","2_5",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_6","future_mowing","Bro_ere_future_mowing",NA,0
"840","2_5",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_6","future_mowing","Bro_ere_future_mowing",NA,0
"841","2_5",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"2_5_6","future_mowing","Bro_ere_future_mowing",NA,0
